epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
91,79.899,1.00714,0.73021,1.24002,0.96489,1,0.995,0.796,1.15175,0.75115,0.78642,0.000181703,0.000181703,0.000181703
92,80.8996,0.90143,0.7644,1.07691,0.96489,1,0.995,0.796,1.15175,0.75115,0.78642,0.0001652,0.0001652,0.0001652
93,81.7383,1.09982,0.74911,1.21489,0.96708,1,0.995,0.796,1.18326,0.78767,0.78201,0.000148696,0.000148696,0.000148696
94,82.4814,0.82468,0.71671,0.92202,0.96708,1,0.995,0.796,1.18326,0.78767,0.78201,0.000132193,0.000132193,0.000132193
95,83.2998,0.921,0.80155,0.95348,0.96708,1,0.995,0.796,1.18326,0.78767,0.78201,0.00011569,0.00011569,0.00011569
96,83.9895,0.86227,0.67405,0.98987,0.96708,1,0.995,0.796,1.18326,0.78767,0.78201,9.91865e-05,9.91865e-05,9.91865e-05
97,84.7407,0.89427,0.73853,1.12233,0.96708,1,0.995,0.796,1.18326,0.78767,0.78201,8.26832e-05,8.26832e-05,8.26832e-05
98,85.4901,0.92135,0.6628,1.00047,0.96838,1,0.995,0.796,1.21572,0.80512,0.78251,6.61799e-05,6.61799e-05,6.61799e-05
99,86.2228,1.02436,0.74043,1.04115,0.96838,1,0.995,0.796,1.21572,0.80512,0.78251,4.96766e-05,4.96766e-05,4.96766e-05
100,86.9532,1.1217,0.75808,1.09414,0.96838,1,0.995,0.796,1.21572,0.80512,0.78251,3.31733e-05,3.31733e-05,3.31733e-05
1,5.61485,1.12147,1.21355,1.07538,0.96781,1,0.995,0.995,0.45055,0.66216,0.78767,1.667e-05,1.667e-05,1.667e-05
2,6.72814,1.45718,1.48446,1.04687,0.96869,1,0.995,0.995,0.43541,0.61528,0.78936,4.9845e-05,4.9845e-05,4.9845e-05
3,7.38351,1.21875,1.46395,1.25393,0.96943,1,0.995,0.995,0.43415,0.58128,0.78976,8.27999e-05,8.27999e-05,8.27999e-05
4,8.04265,1.30459,1.3403,1.05336,0.9697,1,0.995,0.995,0.4257,0.55628,0.78942,0.000115535,0.000115535,0.000115535
5,8.77553,1.02554,1.22554,1.05325,0.97022,1,0.995,0.8955,0.93711,0.92437,0.85274,0.00014805,0.00014805,0.00014805
6,9.60712,1.10014,1.41719,1.02077,0.77345,1,0.995,0.796,1.08719,1.18809,0.89664,0.000180344,0.000180344,0.000180344
7,10.45,1.20378,1.35797,1.13221,0.9667,1,0.995,0.796,1.12497,0.83371,1.02868,0.000212419,0.000212419,0.000212419
8,11.405,1.06697,1.17091,1.08942,0.22566,1,0.995,0.796,1.17437,11.3071,1.05642,0.000244274,0.000244274,0.000244274
9,12.3834,1.15989,1.26797,1.03622,0.94719,1,0.995,0.796,1.05997,1.66426,1.00063,0.000275909,0.000275909,0.000275909
10,13.2793,1.23183,1.18543,1.24161,0.96083,1,0.995,0.796,1.00623,1.27726,0.95405,0.000307323,0.000307323,0.000307323
11,14.1371,1.47104,1.45912,1.2479,0.97029,1,0.995,0.796,0.96006,1.10427,0.87662,0.000338518,0.000338518,0.000338518
12,15.107,1.09816,1.04215,1.08465,0.97029,1,0.995,0.796,0.96006,1.10427,0.87662,0.000369492,0.000369492,0.000369492
13,16.0631,1.11667,1.19369,1.09739,0.96968,1,0.995,0.8955,0.85646,0.87761,0.89725,0.000400247,0.000400247,0.000400247
14,17.0456,1.25739,1.27744,1.03868,0.97205,1,0.995,0.796,0.89016,0.81653,0.83888,0.000430781,0.000430781,0.000430781
15,18.0145,1.28152,1.07191,0.98551,0.97205,1,0.995,0.796,0.89016,0.81653,0.83888,0.000461096,0.000461096,0.000461096
16,18.9658,1.43944,1.00678,1.1701,0.97091,1,0.995,0.796,0.97793,0.624,0.80274,0.00049119,0.00049119,0.00049119
17,19.8749,1.24951,1.03888,1.14684,0.97091,1,0.995,0.796,0.97793,0.624,0.80274,0.000521064,0.000521064,0.000521064
18,20.6891,1.3242,1.09967,1.07807,0.97079,1,0.995,0.796,1.02241,0.66727,0.8129,0.000550718,0.000550718,0.000550718
19,21.6371,1.18037,1.09169,1.11259,0.97079,1,0.995,0.796,1.02241,0.66727,0.8129,0.000580153,0.000580153,0.000580153
20,22.7228,1.07162,1.00077,1.0217,0.97218,1,0.995,0.796,0.81294,0.67334,0.79168,0.000609367,0.000609367,0.000609367
21,23.5614,1.23345,1.02306,1.04805,0.97218,1,0.995,0.796,0.81294,0.67334,0.79168,0.000638361,0.000638361,0.000638361
22,24.4137,1.28063,1.01459,1.09049,0.97153,1,0.995,0.8955,0.72461,0.55544,0.84865,0.000667135,0.000667135,0.000667135
23,25.2273,1.04307,0.93205,0.98272,0.97153,1,0.995,0.8955,0.72461,0.55544,0.84865,0.000695689,0.000695689,0.000695689
24,26.0435,1.41797,1.15839,1.22135,0.96993,1,0.995,0.6965,0.86573,0.54245,0.86378,0.000724023,0.000724023,0.000724023
25,26.922,1.20163,1.05473,1.08838,0.96993,1,0.995,0.6965,0.86573,0.54245,0.86378,0.000752137,0.000752137,0.000752137
26,27.9089,1.33624,1.02497,1.13952,0.96993,1,0.995,0.6965,0.86573,0.54245,0.86378,0.000780031,0.000780031,0.000780031
27,28.8806,1.35935,1.25755,1.22768,0.96624,1,0.995,0.597,1.26872,0.62293,0.88715,0.000807705,0.000807705,0.000807705
28,29.7818,1.25587,1.20357,1.09792,0.96624,1,0.995,0.597,1.26872,0.62293,0.88715,0.000835159,0.000835159,0.000835159
29,30.7844,1.32366,1.12033,1.0821,0.96624,1,0.995,0.597,1.26872,0.62293,0.88715,0.000862392,0.000862392,0.000862392
30,31.7332,1.06976,1.50389,1.04933,0.93707,1,0.995,0.597,1.68679,1.17436,1.11446,0.000889406,0.000889406,0.000889406
31,32.7158,0.91564,1.71437,1.13281,0.93707,1,0.995,0.597,1.68679,1.17436,1.11446,0.0009162,0.0009162,0.0009162
32,33.6672,1.19072,1.65428,1.0343,0.93707,1,0.995,0.597,1.68679,1.17436,1.11446,0.000942774,0.000942774,0.000942774
33,34.6573,1.1997,1.52885,1.18988,0.96337,1,0.995,0.4975,1.97597,0.80343,1.13397,0.000969127,0.000969127,0.000969127
34,35.6261,1.36437,1.23665,1.10412,0.96337,1,0.995,0.4975,1.97597,0.80343,1.13397,0.000995261,0.000995261,0.000995261
35,36.6734,1.16036,0.92369,1.01051,0.96337,1,0.995,0.4975,1.97597,0.80343,1.13397,0.00102117,0.00102117,0.00102117
36,37.764,1.35575,1.34278,1.20477,0.9585,1,0.995,0.6965,1.434,0.80205,1.12548,0.00104687,0.00104687,0.00104687
37,38.7332,1.32704,1.25736,1.26839,0.9585,1,0.995,0.6965,1.434,0.80205,1.12548,0.00107234,0.00107234,0.00107234
38,39.653,0.92174,0.92544,1.21879,0.9585,1,0.995,0.6965,1.434,0.80205,1.12548,0.00109759,0.00109759,0.00109759
39,40.7271,0.98812,0.81038,1.06412,0.9585,1,0.995,0.6965,1.434,0.80205,1.12548,0.00112263,0.00112263,0.00112263
40,41.6252,1.153,1.23037,1.06931,0.97275,1,0.995,0.796,1.116,0.77259,1.29018,0.00114744,0.00114744,0.00114744
41,42.4544,1.1255,1.41636,1.12783,0.97275,1,0.995,0.796,1.116,0.77259,1.29018,0.00117203,0.00117203,0.00117203
42,43.2864,1.17542,1.60128,1.15301,0.97275,1,0.995,0.796,1.116,0.77259,1.29018,0.00119641,0.00119641,0.00119641
43,44.1086,1.10233,1.63871,1.27076,0.97275,1,0.995,0.796,1.116,0.77259,1.29018,0.00122056,0.00122056,0.00122056
44,44.9533,0.96908,1.58033,1.14944,0.9637,1,0.995,0.6965,1.03603,0.57719,1.16417,0.00124449,0.00124449,0.00124449
45,45.9283,1.24774,0.91523,1.07883,0.9637,1,0.995,0.6965,1.03603,0.57719,1.16417,0.00126821,0.00126821,0.00126821
46,46.9953,0.98863,1.47279,1.09083,0.9637,1,0.995,0.6965,1.03603,0.57719,1.16417,0.0012917,0.0012917,0.0012917
47,47.9801,1.02259,1.28008,1.04178,0.9637,1,0.995,0.6965,1.03603,0.57719,1.16417,0.00131497,0.00131497,0.00131497
48,48.8893,1.23681,1.21381,1.09228,0.96273,1,0.995,0.6965,1.12865,0.6124,0.94716,0.00133803,0.00133803,0.00133803
49,49.7006,1.21639,1.14608,1.24476,0.96273,1,0.995,0.6965,1.12865,0.6124,0.94716,0.00136086,0.00136086,0.00136086
50,50.5478,0.9974,0.83786,1.25362,0.96273,1,0.995,0.6965,1.12865,0.6124,0.94716,0.00138347,0.00138347,0.00138347
51,51.4131,1.30168,1.06789,1.16063,0.96273,1,0.995,0.6965,1.12865,0.6124,0.94716,0.00139195,0.00139195,0.00139195
52,52.1889,1.07339,0.78322,1.01892,0.96273,1,0.995,0.6965,1.12865,0.6124,0.94716,0.00138644,0.00138644,0.00138644
53,53.0119,1.19439,0.90068,1.1812,0.96953,1,0.995,0.6965,0.97254,0.61724,0.85866,0.00138094,0.00138094,0.00138094
54,53.8881,0.99442,1.32217,1.04239,0.96953,1,0.995,0.6965,0.97254,0.61724,0.85866,0.00137544,0.00137544,0.00137544
55,54.8996,1.02534,1.03106,1.02729,0.96953,1,0.995,0.6965,0.97254,0.61724,0.85866,0.00136994,0.00136994,0.00136994
56,55.9259,1.199,1.23672,1.10818,0.96953,1,0.995,0.6965,0.97254,0.61724,0.85866,0.00136444,0.00136444,0.00136444
57,56.8338,1.16059,0.95922,1.06326,0.97199,1,0.995,0.6965,1.07772,0.75794,0.87914,0.00135894,0.00135894,0.00135894
58,57.7505,0.93525,0.90653,1.01697,0.97199,1,0.995,0.6965,1.07772,0.75794,0.87914,0.00135344,0.00135344,0.00135344
59,58.7351,1.11904,0.93677,1.06246,0.97199,1,0.995,0.6965,1.07772,0.75794,0.87914,0.00134794,0.00134794,0.00134794
60,59.7632,0.93213,0.80202,0.97047,0.97199,1,0.995,0.6965,1.07772,0.75794,0.87914,0.00134244,0.00134244,0.00134244
61,60.7692,1.10815,0.86557,1.00775,0.97199,1,0.995,0.6965,1.07772,0.75794,0.87914,0.00133693,0.00133693,0.00133693
62,61.663,1.16919,1.03366,1.07314,0.94648,1,0.995,0.6965,1.10291,1.12119,0.87643,0.00133143,0.00133143,0.00133143
63,62.4795,1.32498,1.23916,1.02938,0.94648,1,0.995,0.6965,1.10291,1.12119,0.87643,0.00132593,0.00132593,0.00132593
64,63.2951,0.91867,0.9676,0.96832,0.94648,1,0.995,0.6965,1.10291,1.12119,0.87643,0.00132043,0.00132043,0.00132043
65,64.2618,0.94806,0.89895,0.99887,0.94648,1,0.995,0.6965,1.10291,1.12119,0.87643,0.00131493,0.00131493,0.00131493
66,65.2396,1.11731,1.19635,1.01394,0.92245,1,0.995,0.796,1.18889,1.21704,0.84044,0.00130943,0.00130943,0.00130943
67,66.2739,0.9922,0.7518,0.97123,0.92245,1,0.995,0.796,1.18889,1.21704,0.84044,0.00130393,0.00130393,0.00130393
68,67.2154,1.03224,0.77077,1.01333,0.92245,1,0.995,0.796,1.18889,1.21704,0.84044,0.00129843,0.00129843,0.00129843
69,68.185,1.16702,0.87289,1.02641,0.92245,1,0.995,0.796,1.18889,1.21704,0.84044,0.00129293,0.00129293,0.00129293
70,69.187,1.01128,0.80101,1.05934,0.92245,1,0.995,0.796,1.18889,1.21704,0.84044,0.00128742,0.00128742,0.00128742
71,70.1207,1.16354,1.05942,1.16944,0.96545,1,0.995,0.597,1.37308,1.06763,0.90578,0.00128192,0.00128192,0.00128192
72,70.964,1.01567,0.78296,1.01875,0.96545,1,0.995,0.597,1.37308,1.06763,0.90578,0.00127642,0.00127642,0.00127642
73,71.787,0.94014,0.74949,0.99287,0.96545,1,0.995,0.597,1.37308,1.06763,0.90578,0.00127092,0.00127092,0.00127092
74,72.7921,1.03255,0.92637,0.90256,0.96545,1,0.995,0.597,1.37308,1.06763,0.90578,0.00126542,0.00126542,0.00126542
75,73.8551,1.14643,0.96737,1.14843,0.97198,1,0.995,0.6965,1.16433,0.8463,1.14661,0.00125992,0.00125992,0.00125992
76,74.736,1.10263,0.79058,1.06371,0.97198,1,0.995,0.6965,1.16433,0.8463,1.14661,0.00125442,0.00125442,0.00125442
77,75.6037,1.11654,0.87328,1.14154,0.97198,1,0.995,0.6965,1.16433,0.8463,1.14661,0.00124892,0.00124892,0.00124892
78,76.4645,1.11371,1.14321,1.15481,0.97198,1,0.995,0.6965,1.16433,0.8463,1.14661,0.00124342,0.00124342,0.00124342
79,77.3552,1.19522,0.85788,1.29573,0.97198,1,0.995,0.6965,1.16433,0.8463,1.14661,0.00123791,0.00123791,0.00123791
80,78.3137,1.03702,0.76766,1.04004,0.97194,1,0.995,0.6965,1.01834,0.51,0.92014,0.00123241,0.00123241,0.00123241
81,79.1232,1.16134,0.64153,1.12723,0.97194,1,0.995,0.6965,1.01834,0.51,0.92014,0.00122691,0.00122691,0.00122691
82,80.0152,1.15295,0.64993,0.95971,0.97194,1,0.995,0.6965,1.01834,0.51,0.92014,0.00122141,0.00122141,0.00122141
83,80.8674,1.11379,0.71246,0.98788,0.97194,1,0.995,0.6965,1.01834,0.51,0.92014,0.00121591,0.00121591,0.00121591
84,81.8599,1.20615,0.799,1.14351,0.96623,1,0.995,0.796,0.86273,0.48448,0.91962,0.00121041,0.00121041,0.00121041
85,82.7142,1.28069,0.85145,1.01555,0.96623,1,0.995,0.796,0.86273,0.48448,0.91962,0.00120491,0.00120491,0.00120491
86,83.6216,1.20721,0.72132,1.25704,0.96623,1,0.995,0.796,0.86273,0.48448,0.91962,0.00119941,0.00119941,0.00119941
87,84.5919,1.14086,0.85266,1.18631,0.96623,1,0.995,0.796,0.86273,0.48448,0.91962,0.00119391,0.00119391,0.00119391
88,85.4368,1.26598,0.70361,1.09194,0.96623,1,0.995,0.796,0.86273,0.48448,0.91962,0.0011884,0.0011884,0.0011884
89,86.3869,1.13424,0.66174,1.03896,0.96889,1,0.995,0.796,0.83463,0.50941,0.95706,0.0011829,0.0011829,0.0011829
90,87.4072,0.99956,0.80162,1.041,0.96889,1,0.995,0.796,0.83463,0.50941,0.95706,0.0011774,0.0011774,0.0011774
91,88.3887,1.06322,0.69618,1.11686,0.96889,1,0.995,0.796,0.83463,0.50941,0.95706,0.0011719,0.0011719,0.0011719
92,89.2912,1.08289,0.66379,0.96455,0.96889,1,0.995,0.796,0.83463,0.50941,0.95706,0.0011664,0.0011664,0.0011664
93,90.133,1.05259,0.71969,1.02578,0.84547,1,0.995,0.796,1.07501,1.18192,1.2585,0.0011609,0.0011609,0.0011609
94,90.9226,0.98161,0.77711,1.02779,0.84547,1,0.995,0.796,1.07501,1.18192,1.2585,0.0011554,0.0011554,0.0011554
95,91.8349,0.96378,0.75088,0.9983,0.84547,1,0.995,0.796,1.07501,1.18192,1.2585,0.0011499,0.0011499,0.0011499
96,92.6794,0.98364,0.78237,0.99219,0.84547,1,0.995,0.796,1.07501,1.18192,1.2585,0.0011444,0.0011444,0.0011444
97,93.6617,0.95489,0.62511,0.92599,0.84547,1,0.995,0.796,1.07501,1.18192,1.2585,0.00113889,0.00113889,0.00113889
98,94.5305,1.17535,0.69444,0.98951,0.97162,1,0.995,0.796,0.95658,0.43249,1.07793,0.00113339,0.00113339,0.00113339
99,95.3246,1.24586,0.68279,1.03237,0.97162,1,0.995,0.796,0.95658,0.43249,1.07793,0.00112789,0.00112789,0.00112789
100,96.1236,0.9275,0.59362,1.00523,0.97162,1,0.995,0.796,0.95658,0.43249,1.07793,0.00112239,0.00112239,0.00112239
101,96.9198,0.92804,0.65609,1.06291,0.97162,1,0.995,0.796,0.95658,0.43249,1.07793,0.00111689,0.00111689,0.00111689
